25.28489,51.53645
25.28522,51.53643
25.2853,51.53674
25.28551,51.5367
25.28555,51.53696
25.28568,51.53694
25.28586,51.53777
25.28619,51.53771
25.28635,51.53783
25.28645,51.53957
25.28634,51.53964
25.28628,51.53974
25.28616,51.53987
25.28601,51.53995
25.28456,51.54005
25.28358,51.54004
25.28264,51.53999
25.28247,51.53991
25.28234,51.53979
25.28229,51.5396
25.28229,51.53833
25.28224,51.53801
25.28214,51.53773
25.28204,51.53753
25.28175,51.53717
25.28052,51.53609
25.28013,51.53568
25.2799,51.53522
25.27935,51.53543
25.27894,51.53563
25.27875,51.53567
25.27813,51.53616
25.27803,51.5364
25.27781,51.53665
25.27638,51.53865
25.27614,51.53876
25.27586,51.53872
25.27558,51.53846
25.27529,51.53799
25.27514,51.53749
25.27503,51.53689
25.27499,51.53629
25.27488,51.53379
25.27471,51.5313
25.27471,51.53103
25.27377,51.53088
25.27228,51.53074
25.27072,51.53068
25.2707,51.53053
25.26965,51.53067
25.26891,51.53079
25.26869,51.53078
25.26854,51.53075
25.26845,51.53079
25.26842,51.53087
25.26852,51.53108
25.26871,51.5321
25.26886,51.53307
25.26885,51.53341
25.26895,51.53362
25.26918,51.5348
25.26945,51.53599
25.26958,51.537
25.26964,51.53791
25.26531,51.53771
25.26508,51.53762
25.265,51.53761
25.26483,51.53766
25.26407,51.53765
25.26281,51.53769
25.26225,51.53772
25.26147,51.53772
25.26069,51.53762
25.25931,51.53725
25.25913,51.53702
25.25902,51.53696
25.25883,51.53704
25.25874,51.53713
25.25872,51.53726
25.25878,51.5377
25.25901,51.54096
25.25918,51.54178
25.25944,51.54242
25.25964,51.54277
25.25964,51.5429
25.25891,51.54357
25.25837,51.54409
25.25894,51.54499
25.25937,51.54575
25.25978,51.5466
25.26002,51.5472
25.26054,51.54908
25.26076,51.54961
25.26138,51.55079
25.25932,51.5524
25.2592,51.55244
25.25911,51.55242
25.25896,51.55227
25.25875,51.55203
25.25854,51.55198
25.25833,51.5517
25.25752,51.5505
25.25668,51.54904
25.2562,51.54801
25.2557,51.54686
25.25545,51.54618
25.25515,51.54518
25.2548,51.54379
25.25458,51.54261
25.25441,51.54113
25.25433,51.5401
25.25438,51.53622
25.254,51.53616
25.25307,51.53617
25.25286,51.5362
25.25257,51.53627
25.25228,51.53637
25.25172,51.53667
25.25142,51.53694
25.25098,51.53744
25.25063,51.5378
25.25033,51.53806
25.2483,51.53967
25.24059,51.54601
25.24024,51.54625
25.23997,51.54638
25.23974,51.54642
25.23943,51.54632
25.23929,51.54636
25.23916,51.5465
25.23886,51.54716
25.23867,51.54741
25.23811,51.54786
25.23756,51.54834
25.23304,51.55202
25.22845,51.55582
25.22703,51.55706
25.22683,51.55734
25.22671,51.55763
25.22673,51.55794
25.22858,51.56504
25.22958,51.5709
25.22983,51.57241
25.23052,51.57498
25.23076,51.57563
25.23077,51.57614
25.23002,51.57654
25.22931,51.57686
25.22561,51.57865
25.21836,51.58264
25.21497,51.58416
25.21304,51.58443
25.21265,51.58439
25.21169,51.58202
25.21079,51.57968
25.21081,51.5794
25.21096,51.57931
25.21124,51.5792
25.21138,51.5792
25.21145,51.57911
25.21143,51.57901
25.21137,51.57893
25.21125,51.57862
25.21117,51.57831
25.21119,51.57823
25.21148,51.57808
25.21215,51.57775
25.21235,51.57767
25.21246,51.57778
25.21297,51.57919
25.21294,51.57931
25.21284,51.57937
25.21192,51.57977
25.21175,51.57982
25.21169,51.57981
25.21164,51.57971
25.21148,51.57922
25.21143,51.57898
25.21135,51.57893
25.21128,51.57896
25.21115,51.5791
25.21082,51.57921
25.2107,51.57921
25.21062,51.57917
25.20954,51.57624
25.20942,51.57588
25.20876,51.57425
25.20716,51.57
25.20731,51.56938
25.21548,51.56568
25.21681,51.56504
25.21804,51.56433
25.21911,51.56362
25.22018,51.56288
25.22312,51.5605
25.22497,51.55893
25.22643,51.55774
25.22688,51.55733
25.22736,51.55697
25.23236,51.55288
25.23299,51.55239
25.23364,51.55182
25.23414,51.55139
25.23392,51.55095
25.23317,51.54981
25.23295,51.5494
25.23278,51.54896
25.23266,51.54853
25.23195,51.54578
25.23051,51.54033
25.23041,51.53985
25.22975,51.53543
25.23028,51.53535
25.23113,51.53519
25.23205,51.53499
25.23651,51.53419
25.23738,51.53405
25.23755,51.53408
25.23772,51.53423
25.2378,51.53454
