25.28518,51.5362
25.28519,51.53649
25.28529,51.53666
25.28537,51.53675
25.28547,51.53694
25.28552,51.53698
25.28563,51.53701
25.28568,51.53708
25.28582,51.53772
25.28591,51.53781
25.28606,51.53782
25.28621,51.5378
25.2863,51.53785
25.28633,51.53799
25.28641,51.53944
25.28636,51.53957
25.28615,51.53986
25.28605,51.53992
25.28577,51.53997
25.28512,51.54004
25.28394,51.54007
25.28328,51.54005
25.28256,51.53999
25.2824,51.53986
25.28227,51.53967
25.28224,51.53955
25.28225,51.5383
25.28223,51.53817
25.28213,51.53786
25.28198,51.5376
25.28186,51.53743
25.28161,51.53714
25.28102,51.53659
25.28058,51.53616
25.28025,51.53576
25.28015,51.53561
25.27997,51.53524
25.2798,51.53475
25.27968,51.53407
25.27958,51.53107
25.27951,51.5294
25.27953,51.52908
25.2796,51.52862
25.27959,51.52846
25.27956,51.52839
25.27951,51.52836
25.27901,51.52823
25.27868,51.52819
25.27666,51.52816
25.27559,51.52805
25.27515,51.52794
25.27505,51.52775
25.27504,51.52768
25.27518,51.52641
25.2752,51.52604
25.27518,51.52571
25.27512,51.52526
25.27485,51.52406
25.27477,51.5238
25.27472,51.52354
25.27468,51.52348
25.27446,51.52349
25.27428,51.52356
25.27414,51.52358
25.27371,51.52356
25.27261,51.52362
25.27236,51.52358
25.27226,51.52349
25.27224,51.52332
25.27224,51.52214
25.27228,51.52129
25.27225,51.52105
25.27221,51.52091
25.27194,51.52032
25.27186,51.52005
25.2698,51.51693
25.26825,51.51451
25.26747,51.51337
25.2624,51.50493
25.25791,51.49753
25.25784,51.49736
25.25531,51.49308
25.25514,51.49288
25.25259,51.48857
25.25254,51.48837
25.25255,51.48819
25.25254,51.48807
25.25251,51.48798
25.25244,51.48789
25.25229,51.48782
25.2522,51.4878
25.25206,51.48786
25.25198,51.48792
25.2519,51.48806
25.25183,51.48823
25.25175,51.48834
25.2451,51.49285
25.24476,51.49302
25.24351,51.49389
25.24116,51.49548
25.24041,51.49604
25.2399,51.49644
25.23953,51.49676
25.23892,51.49734
25.23747,51.49863
25.23414,51.50179
25.2334,51.50243
25.23054,51.5051
25.23032,51.50528
25.23029,51.50541
25.23044,51.50549
25.23054,51.50551
25.23065,51.50545
25.23109,51.50506
25.23126,51.50498
25.23394,51.50253
25.23406,51.50248
25.23419,51.50252
25.24253,51.51107
25.24258,51.51117
25.2426,51.5113
25.24258,51.51139
25.24159,51.51326
25.24046,51.51528
25.23963,51.51689
25.23962,51.51695
25.23963,51.517
25.23968,51.51704
25.23973,51.51704
25.24082,51.51496
25.24146,51.5138
25.2427,51.51149
25.24283,51.51136
25.24289,51.51135
25.24294,51.51126
25.24293,51.51117
25.24294,51.51109
25.24318,51.51061
25.24415,51.50885
25.24433,51.50858
25.24445,51.50849
25.24448,51.5084
25.2445,51.50823
25.24512,51.50704
25.24635,51.50483
25.24644,51.50475
25.24649,51.50473
25.24652,51.50467
25.24653,51.50452
25.24656,51.50443
25.24679,51.50391
25.24755,51.5024
25.24827,51.50103
25.24844,51.50083
25.24847,51.50077
25.24847,51.5007
25.24851,51.5006
25.25184,51.49458
25.25208,51.494
25.25228,51.49387
25.25229,51.49374
25.25221,51.49364
25.25214,51.49363
25.25207,51.49368
25.25203,51.49373
25.252,51.49393
25.25193,51.49412
25.25181,51.4944
25.25121,51.49552
25.25074,51.49633
25.24979,51.49812
25.24876,51.49995
25.24841,51.50052
25.24824,51.50065
25.24821,51.50076
25.24821,51.50091
25.24817,51.50103
25.24785,51.50165
25.24729,51.50266
25.24647,51.50433
25.2463,51.50447
25.24624,51.50456
25.24621,51.50475
25.24434,51.50818
25.24425,51.50822
25.24419,51.50828
25.24416,51.50837
25.24416,51.50848
25.24405,51.50869
25.2428,51.51098
25.2427,51.51104
25.24263,51.51102
25.23994,51.50826
25.23771,51.50597
25.23635,51.5046
25.23535,51.50357
25.23425,51.50247
25.23418,51.50238
25.23417,51.50225
25.2342,51.50218
25.23432,51.50204
25.23693,51.4996
25.23708,51.4995
25.23721,51.49933
25.23778,51.49878
25.2378,51.4987
25.23788,51.4986
25.23896,51.49755
25.2401,51.49651
25.24059,51.49612
25.24305,51.49443
25.24397,51.49385
25.24622,51.49233
25.24726,51.4916
25.25064,51.48932
25.25194,51.48847
25.25205,51.48848
25.25222,51.48853
25.25233,51.4886
25.25249,51.48881
25.25286,51.48939
25.25316,51.48993
25.25479,51.49264
25.25557,51.49403
25.2577,51.49747
25.25884,51.49944
25.25967,51.50076
25.2642,51.50825
25.26503,51.50964
25.26721,51.51323
25.26787,51.51426
25.26919,51.51617
25.27188,51.52037
25.27212,51.52088
25.27219,51.52106
25.27222,51.52138
25.2722,51.52206
25.27221,51.52311
25.27219,51.52343
25.27209,51.52358
25.27206,51.52367
25.27209,51.52375
25.27215,51.5238
25.2722,51.52381
